"name","reviewCount","rating","published","title","content"
"Aksel Nissen",3,15,2023-04-24,"Elendig service og ventede på…","Elendig service sad og ventede på autohjælp i 3 timer med et 7 årig barn og de kan ikke komme med en forklaring på hvad der sker håber ikke det sker igen for så må jeg finde et andet selskab.Vi ringede ind efter at have ventet 45 minutter og fik besked om at den lovede time ikke var gået endnu, ventede så 15 minutter med at ringe for at høre igen, fik besked om at det vikke tage endnu en time, da den var gået havde vi stadig ikke fået nogen besked og var nød til at ringe ind igen, her fik vi då besked om at der ville gå endnu en time. Så 3 stive timer med barn i bilen midt nat."
"Irene",18,55,2023-04-28,"En god snak og muligheder om de…","En god snak og muligheder om de forskellige forsikringer, som kort og godt udmundede i pris. Mange informationer, som ikke trak ud i lang tid."
"kurt appel",9,55,2023-04-29,"Anmeldelsen var nem og da håndværkeren…","Anmeldelsen var nem og da håndværkeren kom for at besigte skaden var det også let, da håndværkerne lavede skaden var det OK."
"Yaz",1,15,2023-04-21,"Synes ikke i gør det ordentligt…","Synes ikke i gør det ordentligt overhovedet i hører ikke efter kunderne og i gør hvad i selv synes. Jeg betaler ejerskifteforsikring og jeg betaler  husforsikring men intet dækker. selvom der har været skade eller noget andet kommer de og kigger og går igen intet at se siger se selvom manden fra tilstandsrapport har vurderet fejl og skader men nej siger forsikringen der er intet …"
"Mark Hardy ",30,55,2023-04-21,"Indbrud","Det er selvfølgelig træls at få indbrud, og mister mange genstande, som iman kke kan erstatte. Men, jeg synes, at Alm. Brand gjorde et godt stykke arbejde i at hjælpe os igennem det. Alt fra at få vinduet lukket af, at få Mercedes ud til at afkode en nøgle, der blev stjålet, til en fair vurdering af vores stjålne ting. Tak for at gøre en ulykkelig tid lidt nemmere."
"Birthe",15,15,2023-04-25,"Dårlig service hos Alm. Brand","Vi havde anmeldt en skade, fugtskade i en lukket kælder, og det viser sig, at Alm. Brand ikke vil hjælpe os med noget overhovedet. Godt nok har de haft tre personer ude at inspicere, og det har også taget en måneds tid nu. Vi troede, vi var dækket, for lige præcis sådan noget med vand/fugt/usynlige ting er jo noget, man gerne vil forsikre sig imod. Men alle de ting vil forsikringen ikke dække. Det står bare ikke under mine forsikringer i app'en. Forsikringen har åbenbart langt flere informationer om, hvad de dækker og ikke dækker end os, som kunder. Taksatoren medgav også, at han selv havde svært ved at finde frem til, om de kunne dække eller ej. Og han kunne ikke vise mig, hvor jeg kunne finde alle relevante ting vedr. min forsikring. Så vi slutter som kunde der."
"emmi S",6,15,2023-04-23,"Dårlig forsikring","Dårlig forsikring. Dyr pris, men rigtig dårlig dækning. De bryder sig ikke om kunder, kun hvordan man kan suge mest penge ud af folk. Og hvis der skulle ske noget så gør de alt de kan for ikke at skulle dække ligei den ""specielle"" tilfælde."
"Doris Bersan Vindum",44,15,2023-04-21,"Stormskade Otto i februar !","Stormskade Otto i februar !Væltet skorsten og stor skade på taget af vores sommerhus.Hurtig afdækning med presenning fra skadeservice, men derefter er alt gået i stå !!! Samme type tagplader kan ikke skaffes, og store afskrivninger og således kun en mindre dækning af skaden, og en helt anden type tag end resten af ejendommen !Vi står med en stor opkrævning, og stadig ikke påbegyndt udbedring af skaden !Slet ikke hvad vi havde forventet !At vi pludselig selv skal betale en trediedel af et andet tag !Og vi har nu d 21. April !!!"
"Jesper Marchener Daldorph",3,15,2023-04-24,"Jeg har nu i mere end 6måneder gentagne…","Jeg har nu i mere end 6måneder gentagne gange forsøget at opsige mine forsikringer via Alm Brands formular!! Der er INTET sket...Alm Brand har de værste mafia metoter jeg nogen sinde har oplevet!!!"
"Shell Susan Daniel",7,55,2023-04-23,"En virkelige god forklaring","Jeg har haft en god oplevelse hos jer, jeg havde Nimo Gribenco til af guide mig igennem de forskellige mulighed og han gav mig god tid til at bestemme. Jeg var meget godt tilfreds med hans tilgang til mig."
"Rikke Hyldeqvist-Hansen ",4,55,2023-04-28,"Nemt at udfylde skadesskema på hund og…","Nemt at udfylde skadesskema på hund og pengene stod meget hurtigt på kontoen. Jeg har kun positive ord om forløbet."
"tonny",34,15,2023-04-19,"De er total uduelige hold jer langt…","De er total uduelige hold jer langt langt væk !! Vi har fået nok med deres rod i regnskabet og har opsagt vores forsikringer pr 1/5 og nu vi de  have vi skal betale året ud og bagefter for vi penge retur når de har lavet en udregning De er jo helt væk og det kommer heller ikke til at ske !!! Mage til amatører skal man lede længe efter"
"Pernille ",6,15,2023-04-21,"Blev aldrig kontaktet på trods af, at der stod i papirerne at jeg ville høre fra Alm. Brand inden for tre uger.","Jeg fik en mail hvor der stod de ville kontakte mig inden der var gået tre uger. Hvilket de aldrig fjorde. De udbetalte penge, men jeg fik aldrig en mail for hvad de har udbetalt. Det er skuffende når det er et dødt dyr, som det drejer sig om."
"Jesper Jensen",29,15,2023-04-20,"Har hjulpet min far med og skulle…","Har hjulpet min far med og skulle stoppe min farmors forsikring og have resten udbetalt efter hun er gået bortDet er en stor farce der minder om chikaneHar mailet siden 30/3-23 og telefonen bliver ikke tagetBestemt ikke noget jeg vil anbefale nogen"
"Sirage ",31,15,2023-04-21,"Mest elendige service.","Mest elendige service.Så snart man har sagt ja til en forsikring, for man aldrig fat i dem igen hvis man har spørgsmål. Og deres svar til denne anmeldelse vil sikkert være at, de ikke kan finde mig i deres system <U+0001F602>"
"Kim Mangor",10,15,2023-04-17,"Ualmindelig dårlig service","Assurandør talte ikke sandt ift dækninger. Prisen kunne overhovedet ikke matches - var op mod 10000 kr dyrere. Og selvom vi frasagde os tilbuddet dagen efter mødet, har alm brand vedvarende fortsat processen med opsigelse af forsikringer, tilsendelse af police og så sent som idag har Assurandøren forsøgt at ringe igen. Deres aggressive måde at hverve kunder på virker pyramide-agtigt. Ønsker aldrig kontakt fra alm brand igen!!!!"
"A.K.",7,15,2023-04-30,"Dårligt oplevelse med meget langt tids…","Dårligt oplevelse med meget langt tids vente tid på vej hjælp.I går aftens ringede jeg efter noget vej hjælp hvor jeg fik af ved at det vil tage ca, en time før jeg kan få noget hjælp. jeg ringede igen til Alm. Brand efter en time, så sagde de ja men der går ca. 30 min, før du kan få noget hjælp, det kort og det længe er at jeg fik ringede og rykke til Alm. Brand  5 gang, til sidst sagde de, ja han er hos dig om 10 min, men jeg fik en sms på at vi er frem om 16 min, der var kl:23;20 fjolset kom først kl:23:55 det kan simpelthen ikke passe at jeg ringer kl 21;30 og vejhjælp når først frem kl: 23:55 da jeg så sagde til manden som skulle hjælpe at det tog alt for langt tid, så smiler han og siger, ja men jeg har sagt til dem fra central for to timer side jeg kan ikke tage mig at denne opgave fordi jeg har noget andet opgave,.Før vi når frem til destination, sige manden jeg glæder mig til at får fri kl:01:00 så griner han og siger, jeg har en anden kunde som venter, hende kan jeg ikke hjælp, jeg skal hjem og sove,. manden var træt af sit arbejde, og han var træt at Alm. Brand så hvorfor fande kan han ikke finde sig et andet arbejde.det er for dårligt og uprofessionelt at ansatte en træt ældre mande som skulle klar opgaver for jer. i burde ansætter flere til noget vej hjælp.. Jeg håber i bliver bedre til at holde hvad i lover og når i siger der går ca. en time så skal der ikke går 2,5 timer......!"
"Kenneth Arboe",1,55,2023-04-30,"Behageligt og informativt møde med dygtig medarbejder fra Alm. Brand Forsikring","Dato for oplevelse: 29. april 2023"
"Jesper Brøgger Andersen",11,55,2023-04-21,"Hurtig respons og uproblematisk…","Hurtig respons og uproblematisk sagsbehandling. Jeg fik klar besked om, hvilke informationer der skulle bruges, og da de var sendt afsted, fik jeg en indikation på behandlingstiden, som viste sig at passe fint."
"Camilla Saaby",13,15,2023-04-19,"Dårligste kundeservice!!","Uden tvivl den dårligste kundeservice jeg nogensinde har oplevet! Ord beskriver ikke hvor grådige deres medarbejder er og hvor flabet de er! De er uansvarlige og opfører sig fuldstændig uetisk! Vil ikke engang anbefale dette firma til en som jeg hader!!"
"Allan",2,25,2023-04-29,"Hvorfor skal vi selv betale DKK 1.000,-…","Hvorfor skal vi selv betale DKK 1.000,- når modparten har påtaget sig skylden?"
"saefaldin ahmad",11,15,2023-04-20,"Jeg betaler for deres fejl","De har mit adresse stående forkert hos dem. Jeg skifter forsikring selskab og det nye forsikring selskab opsiger alt men husforsikring har et forkert adresse så den kan de ikke opsige. Jeg ringer til alm brand for at opsige den medarbejderen siger som privat person kan du ikke opsige et husforsikring. Og han nægter at forstå at der findes intet hus på det adresse han har stående kommunen har nedlagt adressen! Og at den anden forskning selskab ikke kan opsige husforsikringen for mig fordi det hus de har forsikret for mig er på et andet adresse i forkeregistret. Fordi kommunen har omdøbt alle huse i hele vejen.. og nu betaler jeg for 2 huse selvom jeg kun har et"
"Birthe Vilhelmsen",12,55,2023-04-28,"Forsikrings samtale","Medarbejderen var meget omhyggelig og forklarede mig fordele og ulemper.Håber på et godt samarbejde."
"Ronja Sneholt",1,15,2023-04-17,"Mega dårlig kundeservice","Mega dårlig kundeservice, skal man lede længe efter. I februar melder jeg flytning af ulykkesforsikringer på mine børn og mig. Dette er stadig ikke flyttet og så modtager min tidligere kæreste rykkerbreve selvom vi begge har bekræftet de skal flyttes. Der kommer først svar på mail når man ringer ind og sidder en halv time i kø og først 3 dage efter kommer der et svar om det først kan lade sig gøre om en måned.Virkelig dårlig service, kommer aldrig til at anbefale dem til nogle!"
"Sally Nielsen",1,55,2023-04-19,"Serviceminded medarbejder","Medarbejderen var meget hjælpsom med at få ordnet forsikringer i forhold til anden bil og tjekkede at den gamle var afmeldt. Der blev også lige lavet en opdatering på at de andre forsikringer stadig var ok. Så rigtig god oplevelse <U+0001F60A><U+0001F60A>"
"Margith Larsen",14,55,2023-04-28,"Hurtig og effektiv hjælp","Vi har fået en rigtig god behandling. Det gælder både for anmeldelsen og reparationen af skaden."
"trine huber",23,55,2023-04-29,"Martin var sød at snakke med vi havde…","Martin var sød at snakke med vi havde en god dialog om de forskellige forsikringer"
"Pia Kjær",12,15,2023-04-28,"Ingen tager telefonen og mellem 7-8…","Ingen tager telefonen og mellem 7-8 dage mellem svar på mailSpørger i øst og de svare i vest"
"Bente Bauer",7,45,2023-04-30,"Der var ingen diskussion","Der var ingen diskussion. Skaden blev udbedret til fuld tilfredshed."
"Knud Frederik Nielsen",2,55,2023-04-21,"Jeg fik en venlig og hjælpsom dame","Jeg fik en venlig og hjælpsom dame i telefonen der skrev skadesanmeldelser på bilen. Reparationen blev udført tilfredsstillende af vores mekaniker. Derfor giver jeg 5 stjerner"
"NIELS CHRISTIAN PEDERSEN",8,55,2023-04-14,"Pletskud","Min oplevelse :Jeg har fået den rigtige pris første gang, ikke nødvendig at forhandle yderligere.( billigst sammenligning med andre selskaber )Har for nyligt lavet en skade på min egen bilDette forløb er gået smertefri for mig.Er yderst tilfreds med min families rejseforsikringen. Dækningen og Pris. Jeg vil klart anbefale dette."
"Søren Mærsk",24,55,2023-04-24,"Kundeservice i top","Kundeservice i top. Kontakt mellem kunde og alm Brand er bare i orden! Deres priser fungere ogs bare<U+0001F44C> ka klart anbefales"
"Henrik E. poulsen",13,55,2023-04-28,"hurtigt og ukompliceret","god hjemmeside. let blanket at udfylde og fint at bilag kan sendes m mail i frit format"
"Michael K",27,55,2023-04-17,"Tak for hurtig og ordentlig behandling","Vores yngste dreng har desværre gentagne gange forhindret os i at afholde bestilt og betalt ferie grundet sygdom. Alm. Brand har været søde og forstående i en situation med et sygt barn, som ikke er særlig ""fed"". Tak for det."
"Casper",4,15,2023-04-13,"Meldte skade på mobil telefon og fik…","Meldte skade på mobil telefon og fik først svar 30 dage efter anmeldelse, jeg sender de ting de skal bruge og så får jeg først svar 10 dage efter og bliver bedt om at printe samtykke erklæring ud og sende tilbage før de kan gå videre. De kan ikke sige hvor længe der går før jeg hører fra dem igen og det er bare ufattelig lang behandlings tid på en så lille sag.Service er der heller intet af desværre, har virkelig fortrudt mit skifte til alm brand.Hold jer væk"
"Krista Leth",1,55,2023-04-20,"Behagelig medarbejder","Behagelig medarbejder, fik  svar på mit spørgsmål. Fik tilrettet min fritidsulykkesforsikring, så den blev billigere, da jeg pt er uden job. Det var uden at jeg spurgte om det."
"Vestergaard",14,55,2023-04-28,"Super vejledning","Super vejledning og rigtig god service i gennemgang af mine forsikringer og pension"
"Karen Pedersen",2,45,2023-04-15,"Grundig og saglig gennemgang","Grundig og saglig gennemgang af den nuværende forsikring i sammenligning med hvad Alm. Brand kan tilbyde.Jeg har fået fornemmelsen af at få mere for de samme penge.Jeg har lært, at jeg skal tjekke mine forsikringer med jævne mellemrum i fremtiden."
"Birte Skov Knudsen",2,45,2023-04-27,"Bortset fra at it-systemet…","Bortset fra at it-systemet fejlede/drillede da jeg skulle underskrive så positiv oplevelse."
"Christina Gobert",7,55,2023-04-26,"Altid venlig og imødekommende…","Altid venlig og imødekommende betjening, let onlinetilgang og har aldrig haft problemer med dækning."
"Søren Skov",10,25,2023-04-14,"Det tog ALT for længe at få pengene…","Det tog ALT for længe at få pengene retur - når I skal have penge er det her og nu men ikke den anden vej. Jeg lå og var død syg og I fik tilladelse til at læse min journal - derfor er det under al kritik at det skal tage så længe at få penge retur."
"Jane",19,55,2023-04-24,"Jeg have en rigtig god oplevelse da jeg…","Jeg have en rigtig god oplevelse da jeg skulle have ordnet mine forsikringer, jeg fik en god og tryg rådgivning"
"Jan Christensen",12,45,2023-04-22,"Rigtig god og venlig assurandør i Alm.Brand","Vejledning og gennemgang af alle forsikringer var til 5 stjerner men underskrift med Mitid virkede bare ikke så derfor 4 stjerner"
"Mona Mary Eriksen",1,55,2023-04-26,"Hej jeg har haft en rigtig go…","Hej jeg har haft en rigtig go oplevelse, angående min skade, og det er blevet lavet så pæn"
"Morten Skriver Kragegaard",4,45,2023-04-09,"God oplevelse med assurandør","Havde en rigtig god oplevelse med en assurandør der kom ud til os. Jeg har en finansuddannelse og derfor rimelig kendskab til forsikringer. Assurandøren kunne dog alligevel gøre os opmærksom på væsentlige detaljer. Bl.a. at vi ikke havde en førerulykke inkluderet i vores bilforsikring, og hvad sådan én betyder for os."
"Jørgen Sørensen",3,55,2023-04-29,"En god saglig og personlig orientering…","En god saglig og personlig orientering af vores forsikringer."
"Jimmi",6,35,2023-04-08,"Tandskade","Selve forløbet er helt ok men jeg synes det er lidt underligt at i skal have en tandlæge erklæring som er dyrer at lave end selve tanden der er blevet lavet. Måske i skulle sætte et minimum på 2-3000 kr inden i kræver det. Ved så godt i ikke kan se hvad der er blevet lavet ud over regningen der bliver sendt til jer."
"Berith Hejdenberg",61,55,2023-04-25,"Meget tilfreds","Meget tilfreds , havde besøg af Mads Marker som var meget hjælpsom og behagelig så tak for det"
"Ellen",38,15,2023-04-19,"Find en anden forsikring","Har grundet tidligere nævnte forhold (se tidligere anmeldelse) klaget over afgørelsen, men er endnu engang blevet afvist. De skriver, at de ""særligt har lagt vægt på, at der ikke er lægefaglig dokumentation for et dækningsberettiget ulykkestilfælde"". Og hvorfor er der ikke det? Den primære årsag er, at de har ikke modtaget nogen information fra hans læge, da Alm Brand Bank ikke har betalt tidligere regninger fra lægehuset. De er med andre ord selv årsag til, at den lægefaglige dokumentationen ikke foreligger. Hvor absurd og usaglig en baggrund at afvise en erstatning på. Find et andet sted hvis I ønsker en forsikring I får relevant hjælp af. Helt fra begyndelsen af har jeg som kunde erfaret, at de ikke er interesserede i at udbetale nogen erstatning, og i forløbet er jeg stødt på løgn, manglende betaling af lægeattester mm. Mine ord ikke tages ikke alvorligt af dem - håber jer der læser dette vil tage det alvorligt!!"
"Klaus Truelsen",3,15,2023-04-21,"Vores skadedyrs forsikring dækker ikke","Vores skadedyrs forsikring dækker ikke. Der bliver henvist til noget jeg aldrig har set, eller står i vores police omkring at skaden på træværk skal være så omfattende at der er nedbrydningsfare. Da jeg fortæller at det har jeg aldrig set og at jeg blev lovet jeg blev mindst lige så godt dækket som i tidl. selvskab, fik jeg svaret ""Jeg skal nok lige sende det hvor det står"". Jeg har sidenhen aldrig modtaget noget som lovet. Spurgte om jeg bare skulle vente til der så var nedbrydningsfare hvortil jeg får et flabet svar ""Nej, nu har vi jo set at du har dem, så nu skal du sørge for at få dem fjernet."" Ren og skær ansvarsfraskrivelse. Nu har vi behandlet skaden og betalt tusinder af kr. for dette. Hvad så hvis det skulle opstå igen evt. et andet sted i huset? Så har vi bare ikke fået det gjort godt nok sidst og står selv med hele balladen igen? Jeg synes det er under ALT kritik. Vi ligger små fyrre tusinde kr. til forsikringer i året, og når man så endelig har brug for hjælp, så er den der ikke. Sagen slutter ikke her!"
"BIRGITTE HAMMELSVANG",4,15,2023-04-06,"Rod i regnskabet","De sender rykkere på betalte regninger ikke en men 2 gange selv om man har talt med dem og de jo som vanligt igennem mange år selv hæver på PBS første gang man henvender sig får man at hvide at det er en fejl næste gang at den ikke er betalt 3 gang at det er sørme en fejl igen Spændende hvad der sker næste gang Alle kan lave en fejl men s...... da ikke blive ved og så skal man bruge tid på det for dårligt"
"Jørgen",1,45,2023-04-18,"Meget flik ung mand som forstod at…","Meget flik ung mand som forstod at forklare hvorfor vi skulle vælge lige jer og forstod at sælge sin vare på en meget prof måde så alt i alt et godt møde"
"frank",42,55,2023-04-29,"Selve personen gjorde et god indtryk…","Selve personen gjorde et god indtryk uden at overdrive."
"Aksel Rasmussen",5,15,2023-04-23,"Bakkeulykke fra matrikel","Fik ingen hjælp - skulle gære det online, hvor vi ikke kunne lave et rets viselig billede af hændelsen."
"Ellen Lund",1,15,2023-04-04,"Hvis jeg kunne give 0 stjerner","Hvis jeg kunne give 0 stjerner, så gjorde jeg det. Er absolut i chok over den hånlige tone, som jeg blev mødt med da jeg ringede ind og ville bede om hjælp til min mors forsikringer. Hun er kommet på plejehjem og jeg prøver at få styr på hendes papirer, men der var absolut ingen venlighed og forståelse, kun hårdhed"
"Minika Gammelgaard",2,55,2023-04-06,"Vi har fået dækket og udarbejdet en…","Vi har fået dækket og udarbejdet en større skade på vores hus i samarbejde med alm. Brand. Det var nemt at følge hele udbedrings processen online, og der var aldrig problem i at få fat i en medarbejder telefonisk for at tale om forløbet eller ved yderligere spørgsmål."
"Preben  Huvendick",2,55,2023-04-02,"Rejseforsikringen og flybilletter","Hej.Det er heldigvis sjældent, at jeg har brug for min forsikring, og når der så er brug for den, så er det rart, at det bliver en god oplevelse.Konkret handlede det om, at få refunderet nogle flybilletter, da vi af personlige grunde måtte aflyse rejsen. Anmeldelse med bilag vedhæftet blev indsendt, og på tredje dagen var beløbet på vej på min konto.Hurtig sagsbehandling og fin kundeservice, da jeg også blev ringet op af sagsbehandleren og orienteret."
"Kirsten",14,55,2023-04-28,"Kompetent medarbejder","Kompetent medarbejder. Forløbet var helt uden problemer."
"Hanne Jensen",15,15,2023-03-31,"Jeg har ventet i 16 uger","Jeg har ventet i 16 uger og har endnu ikke fået svar på min anmeldelse af brækket kraveben. Har tværtimod fået at vide at der kan gå yderligere 16 uger da de også skal hente oplysninger fra min fysioterapeut.  De ville ikke følge op på sagen og vende tilbage om en uge. Min hund bliver bedre behandlet igennem  hunde forsikringen. Konsekvensen er nu at vi har skiftet selskab. (Sagsnr 3481635)"
"Anna Kirstine",5,15,2023-03-31,"Har i bare til vane ikke at svare eller…","Har i bare til vane ikke at svare eller hvordan? Synes virkelig jeres behandling og kundeservice er under alt kritikJeg sidder med den dårligste mavefornemmelse over jeg valgt at skifte til jer, og er faktisk i tvivl om hvor godt jeg overhovedet er dækket, og om i overhovedet er i stand til at varetage en opgave hvis uheldet skulle være ude Øv hvor er det surt at det skal være sådan"
"Anitta Søby Lasota",9,35,2023-04-06,"En blandet fornøjelse","Fra indberetningen gik igennem til jeg fik skaden behandlet og modtog refusion burde I have 5 stjerner. Men det er et virkeligt dårligt system til indberetning af skader. I mere end tre måneder har det ikke virket, hverken på web-siden eller i app’en. Og der er ingen henvisning på hjemmesiden til, hvad man så gør for at komme i kontakt med nogen, der kan hjælpe én igennem systemet. Jeg endte til sidst med at sende en mail til en medarbejder, der tog sig af den videre håndtering af mine tre skadesanmeldelser. Men det kan da virkelig ikke passe at man skal vente tre måneder med at kunne indsende dyrlægeregninger og dermed få refusion!"
"Helle Karlson",15,55,2023-04-24,"Det er mange små ting der gør det til…","Det er mange små ting der gør det til en god oplevelse. Svært at nævne en specifik."
"WaltherCo Knudsen",6,15,2023-04-11,"Usædvanlig dår lig dækning!","Usædvanlig dår lig dækning!I har hævet min præmie med 33% på et årI har trukket min indbetaling, på trods af at forsikringen var opsagt!I har ikke tilbagebetalt mit tilgodehavende"
"Anna",2,55,2023-04-19,"Fantastisk opstartsmøde med fokus på…","Fantastisk opstartsmøde med fokus på optimerering af mine forsikringer, jeg følte mig rigtig godt individuelt behandlet"
"Vivian Frederiksen Rieder",7,15,2023-04-12,"Utryg bekendtskab","Jeg havde et telefonmøde med forsikrings konsulenten fra Alm Brand. Jeg skiftede alle mine forsikringer. På ulykkesforsikringen aftalte vi en sum på 2.395.000, som jeg kan se efterfølgende ikke står i policen. Jeg har efterfølgende kontaktet Alm. Brand tre gange. Alle tre gange flinke servicemedarbejdere. Alle tre gange finder de tillægsforsikringer som jeg bør have, og som de sælger til mig for en merpris. Så det ender med at jeg alligevel ikke sparer de penge, som de lovede at jeg ville gøre. Dog fandt en af servicemedarbejderen en fejl, som gjorde at jeg sparede 50 kr. på mine børn ulykkedesforsikringer. Ingen af de tre gange er det dog lykkes dem at ændre ulykkedesummen tildet aftalte, og forsikringskonsulensen har jeg ikke hørt mere til  Jeg har derfor d.d brugt min fortrydelsesret. Kort bekendtskab."
"Florin Zlate",3,55,2023-04-12,"Lækkert","Mangfoldighed og forsikringsmuligheder med en repræsentant, der ved, hvordan man sælger og giver dig alle de information du skal bruge for at være fuldt forsikret. 5<U+2B50>"
"Heidi Eskerod",24,55,2023-04-09,"Service","Vi havde en god eftermiddag med alm. Alt som i alt blev forklaret, tegnet og snakket. Assurandør gav sig god tid således at vi fik tænkt os om og spurgt indtil alt. Vi fortryder det ikke."
"Rikke ",36,35,2023-04-06,"Sagen er endnu ikke afsluttet","Sagen er endnu ikke afsluttet. Det drejer sig om en tandskade. Jeg ville egentlig gerne informeres om, hvor meget I tænker, at I vil dække. Så man ved hvor man står. Lige nu ved jeg ikke en gang omi dækker noget."
